$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.07 00:00:04
$Filename; CO2FT_A_Signal_Ref_20211207.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E+0
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; Signal_Ref, LSB; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, LSB; Float
$8; Maximum; LSB; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	Signal_Ref	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	LSB	Flags	Cnt	Sec	MR	LSB	LSB	Units	Deg	Deg	Units	Flags
2021.12.07 00:00:00	15164.606557	128	61	61	1	15164.000000	15166.000000	0.309290	NaN	NaN	15164.606557	8388608
2021.12.07 00:01:00	15119.297297	128	37	60	1	15102.000000	15166.000000	798.770270	NaN	NaN	15119.297297	8388617
2021.12.07 00:02:00	15102.333333	128	60	60	1	15101.000000	15103.000000	0.259887	NaN	NaN	15102.333333	8388608
2021.12.07 00:03:00	15139.901961	128	51	59	1	15102.000000	15154.000000	356.330196	NaN	NaN	15139.901961	8388609
2021.12.07 00:04:00	15153.262295	16512	61	61	1	15152.000000	15154.000000	0.363388	NaN	NaN	15153.262295	8388609
2021.12.07 00:05:00	15153.423729	16512	59	59	1	15152.000000	15155.000000	1.075979	NaN	NaN	15153.423729	8388617
2021.12.07 00:06:00	15154.233333	16512	60	61	1	15153.000000	15155.000000	0.283616	NaN	NaN	15154.233333	8388609
2021.12.07 00:07:00	15154.966667	16512	60	60	1	15153.000000	15156.000000	0.371751	NaN	NaN	15154.966667	8388609
2021.12.07 00:08:00	15154.200000	16512	60	59	1	15153.000000	15156.000000	0.637288	NaN	NaN	15154.200000	8388617
2021.12.07 00:09:00	15155.466667	16512	60	60	1	15154.000000	15156.000000	0.422599	NaN	NaN	15155.466667	8388609
2021.12.07 00:10:00	15155.083333	16512	60	60	1	15154.000000	15156.000000	0.111582	NaN	NaN	15155.083333	8388609
2021.12.07 00:11:00	15155.316667	16512	60	60	1	15155.000000	15156.000000	0.220056	NaN	NaN	15155.316667	8388609
2021.12.07 00:12:00	15155.606557	16512	61	62	1	15155.000000	15156.000000	0.242623	NaN	NaN	15155.606557	8388609
2021.12.07 00:13:00	15156.338983	16512	59	58	1	15155.000000	15157.000000	0.572764	NaN	NaN	15156.338983	8388609
2021.12.07 00:14:00	15156.633333	16512	60	60	1	15155.000000	15158.000000	0.439548	NaN	NaN	15156.633333	8388609
2021.12.07 00:15:00	15156.852459	16512	61	61	1	15156.000000	15158.000000	0.227869	NaN	NaN	15156.852459	8388617
2021.12.07 00:16:00	15156.779661	16512	59	60	1	15156.000000	15158.000000	0.450614	NaN	NaN	15156.779661	8388609
2021.12.07 00:17:00	15157.316667	16512	60	60	1	15156.000000	15159.000000	0.728531	NaN	NaN	15157.316667	8388617
