$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.14 00:00:03
$Filename; CO2FT_A_XCO2_Corr_20211214.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; XCO2_Corr, ppm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, ppm; Float
$8; Maximum; ppm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	XCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	ppm	Flags	Cnt	Sec	MR	ppm	ppm	Units	Deg	Deg	Units	Flags
2021.12.14 00:00:00	488.767167	0	60	60	1	487.500000	489.910000	0.480631	NaN	NaN	48876.716667	9
2021.12.14 00:01:00	160.309211	0	38	60	1	26.870000	488.020000	44786.358780	NaN	NaN	16030.921053	9
2021.12.14 00:02:00	27.162167	0	60	60	1	26.930000	27.280000	0.007610	NaN	NaN	2716.216667	0
2021.12.14 00:03:00	198.418431	16384	51	60	1	26.730000	273.500000	8490.602293	NaN	NaN	19841.843137	9
2021.12.14 00:04:00	292.011500	16384	60	60	1	273.470000	309.650000	121.672782	NaN	NaN	29201.150000	1
2021.12.14 00:05:00	324.655833	16384	60	60	1	309.850000	338.640000	72.768411	NaN	NaN	32465.583333	9
2021.12.14 00:06:00	350.633167	16384	60	60	1	339.250000	361.480000	44.715941	NaN	NaN	35063.316667	1
2021.12.14 00:07:00	371.485000	16384	60	60	1	361.810000	380.830000	29.270863	NaN	NaN	37148.500000	9
2021.12.14 00:08:00	388.600667	16384	60	60	1	381.200000	395.920000	18.136172	NaN	NaN	38860.066667	1
2021.12.14 00:09:00	402.574500	16384	60	60	1	395.490000	408.660000	16.338883	NaN	NaN	40257.450000	1
2021.12.14 00:10:00	414.111833	16384	60	60	1	408.560000	419.120000	9.968107	NaN	NaN	41411.183333	1
2021.12.14 00:11:00	424.165667	16384	60	60	1	419.090000	428.280000	6.826035	NaN	NaN	42416.566667	9
2021.12.14 00:12:00	431.899833	16384	60	60	1	428.260000	435.890000	4.923591	NaN	NaN	43189.983333	1
2021.12.14 00:13:00	438.586667	16384	60	60	1	435.890000	441.580000	2.715595	NaN	NaN	43858.666667	9
2021.12.14 00:14:00	443.860508	16384	59	60	1	441.490000	446.050000	2.026984	NaN	NaN	44386.050847	9
