$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.16 00:00:03
$Filename; CO2FT_A_P_NDIR_20211216.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_NDIR, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_NDIR	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.16 00:00:00	1021.671333	0	60	60	1	1021.530000	1021.800000	0.004713	NaN	NaN	102167.133333	0
2021.12.16 00:01:00	1032.663784	0	37	60	1	1021.580000	1037.390000	52.436108	NaN	NaN	103266.378378	9
2021.12.16 00:02:00	1037.488167	0	60	60	1	1037.330000	1037.630000	0.006924	NaN	NaN	103748.816667	9
2021.12.16 00:03:00	1024.790192	16384	52	60	1	1023.210000	1037.660000	17.488892	NaN	NaN	102479.019231	9
2021.12.16 00:04:00	1023.311667	16384	60	60	1	1023.150000	1023.450000	0.004136	NaN	NaN	102331.166667	9
2021.12.16 00:05:00	1023.295833	16384	60	60	1	1023.150000	1023.390000	0.005672	NaN	NaN	102329.583333	1
2021.12.16 00:06:00	1023.293833	16384	60	60	1	1023.150000	1023.420000	0.003983	NaN	NaN	102329.383333	9
2021.12.16 00:07:00	1023.313000	16384	60	60	1	1023.190000	1023.420000	0.004357	NaN	NaN	102331.300000	1
2021.12.16 00:08:00	1023.293167	16384	60	60	1	1023.150000	1023.420000	0.004747	NaN	NaN	102329.316667	1
2021.12.16 00:09:00	1023.279667	16384	60	60	1	1023.150000	1023.410000	0.005535	NaN	NaN	102327.966667	1
2021.12.16 00:10:00	1023.271167	16384	60	60	1	1023.130000	1023.410000	0.004987	NaN	NaN	102327.116667	1
2021.12.16 00:11:00	1023.235833	16384	60	60	1	1023.120000	1023.370000	0.003581	NaN	NaN	102323.583333	1
2021.12.16 00:12:00	1023.196667	16384	60	60	1	1023.010000	1023.340000	0.006301	NaN	NaN	102319.666667	9
2021.12.16 00:13:00	1023.146167	16384	60	60	1	1023.020000	1023.280000	0.004336	NaN	NaN	102314.616667	1
