$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.08 00:00:06
$Filename; CO2FT_A_P_NDIR_20211208.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_NDIR, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_NDIR	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.08 00:00:00	1004.477667	0	60	60	1	1004.350000	1004.570000	0.004194	NaN	NaN	100447.766667	0
2021.12.08 00:01:00	1014.125135	0	37	60	1	1004.330000	1018.270000	40.500753	NaN	NaN	101412.513514	9
2021.12.08 00:02:00	1018.387167	0	60	60	1	1018.260000	1018.550000	0.005031	NaN	NaN	101838.716667	0
2021.12.08 00:03:00	1007.250192	16384	52	61	1	1005.840000	1018.590000	13.855378	NaN	NaN	100725.019231	1
2021.12.08 00:04:00	1005.928814	16384	59	59	1	1005.810000	1006.050000	0.004831	NaN	NaN	100592.881356	1
2021.12.08 00:05:00	1005.938033	16384	61	61	1	1005.800000	1006.080000	0.004643	NaN	NaN	100593.803279	1
2021.12.08 00:06:00	1005.898833	16384	60	60	1	1005.760000	1006.020000	0.004997	NaN	NaN	100589.883333	1
2021.12.08 00:07:00	1005.830169	16384	59	59	1	1005.690000	1005.950000	0.004919	NaN	NaN	100583.016949	1
2021.12.08 00:08:00	1005.809667	16384	60	60	1	1005.680000	1005.920000	0.003661	NaN	NaN	100580.966667	1
2021.12.08 00:09:00	1005.857377	16384	61	61	1	1005.700000	1005.970000	0.003796	NaN	NaN	100585.737705	1
2021.12.08 00:10:00	1005.840847	16384	59	59	1	1005.720000	1005.980000	0.005453	NaN	NaN	100584.084746	1
2021.12.08 00:11:00	1005.829833	16384	60	60	1	1005.660000	1005.970000	0.004632	NaN	NaN	100582.983333	1
2021.12.08 00:12:00	1005.770000	16384	60	61	1	1005.650000	1005.900000	0.003732	NaN	NaN	100577.000000	1
2021.12.08 00:13:00	1005.740333	16384	60	60	1	1005.580000	1005.840000	0.004261	NaN	NaN	100574.033333	1
2021.12.08 00:14:00	1005.695902	16384	61	60	1	1005.570000	1005.800000	0.004288	NaN	NaN	100569.590164	1
2021.12.08 00:15:00	1005.668833	16384	60	60	1	1005.540000	1005.790000	0.003933	NaN	NaN	100566.883333	1
2021.12.08 00:16:00	1005.623833	16384	60	60	1	1005.490000	1005.750000	0.004146	NaN	NaN	100562.383333	1
