$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.09 00:00:04
$Filename; CO2FT_A_H_Gas_20211209.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; H_Gas, %RH; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, %RH; Float
$8; Maximum; %RH; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	H_Gas	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	%RH	Flags	Cnt	Sec	MR	%RH	%RH	Units	Deg	Deg	Units	Flags
2021.12.09 00:00:00	20.790932	0	59	60	1	20.720000	20.861000	0.000449	NaN	NaN	20790.932203	0
2021.12.09 00:01:00	34.575105	0	38	59	1	20.755000	40.341000	79.692560	NaN	NaN	34575.105263	9
2021.12.09 00:02:00	40.483483	0	60	60	1	40.306000	40.643000	0.008377	NaN	NaN	40483.483333	0
2021.12.09 00:03:00	24.658980	16384	51	60	1	21.074000	40.640000	44.668692	NaN	NaN	24658.980392	1
2021.12.09 00:04:00	20.975767	16384	60	61	1	20.899000	21.075000	0.002299	NaN	NaN	20975.766667	1
2021.12.09 00:05:00	20.872049	16384	61	60	1	20.796000	20.937000	0.001064	NaN	NaN	20872.049180	1
2021.12.09 00:06:00	20.808933	16384	60	60	1	20.762000	20.867000	0.000712	NaN	NaN	20808.933333	1
2021.12.09 00:07:00	20.737237	16384	59	59	1	20.694000	20.799000	0.000618	NaN	NaN	20737.237288	1
2021.12.09 00:08:00	20.689770	16384	61	61	1	20.658000	20.731000	0.001015	NaN	NaN	20689.770492	9
2021.12.09 00:09:00	20.658898	16384	59	59	1	20.591000	20.697000	0.000396	NaN	NaN	20658.898305	9
2021.12.09 00:10:00	20.641197	16384	61	60	1	20.590000	20.695000	0.000890	NaN	NaN	20641.196721	1
2021.12.09 00:11:00	20.603200	16384	60	60	1	20.590000	20.662000	0.000581	NaN	NaN	20603.200000	9
2021.12.09 00:12:00	20.600644	16384	59	60	1	20.556000	20.662000	0.000560	NaN	NaN	20600.644068	9
2021.12.09 00:13:00	20.585410	16384	61	62	1	20.520000	20.627000	0.000474	NaN	NaN	20585.409836	1
2021.12.09 00:14:00	20.583864	16384	59	58	1	20.520000	20.627000	0.000550	NaN	NaN	20583.864407	9
