$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.18 00:00:03
$Filename; CO2FT_A_T_Sensor_20211218.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; T_Sensor, °C; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, °C; Float
$8; Maximum; °C; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	T_Sensor	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
2021.12.18 03:26:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:27:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:28:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:29:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:30:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:31:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:32:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:33:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:34:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:35:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:36:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:37:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:38:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:39:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:40:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:41:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:42:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:43:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:44:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:45:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:46:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:47:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:48:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:49:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:50:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:51:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:52:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:53:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:54:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:55:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:56:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 03:57:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:58:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 03:59:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:00:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:01:00	47.100000	128	37	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:02:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:03:00	47.100000	128	52	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:04:00	47.123333	16512	60	60	1	47.100000	47.200000	0.001819	NaN	NaN	47123.333333	8388609
2021.12.18 04:05:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388609
2021.12.18 04:06:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388617
2021.12.18 04:07:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388609
2021.12.18 04:08:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388617
2021.12.18 04:09:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388609
2021.12.18 04:10:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388609
2021.12.18 04:11:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388617
2021.12.18 04:12:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388609
2021.12.18 04:13:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388609
2021.12.18 04:14:00	47.200000	16512	60	60	1	47.200000	47.200000	0.000000	NaN	NaN	47200.000000	8388617
2021.12.18 04:15:00	47.188333	16512	60	60	1	47.100000	47.200000	0.001048	NaN	NaN	47188.333333	8388609
2021.12.18 04:16:00	47.168333	16512	60	60	1	47.100000	47.200000	0.002201	NaN	NaN	47168.333333	8388609
2021.12.18 04:17:00	47.146667	16512	60	60	1	47.100000	47.200000	0.002531	NaN	NaN	47146.666667	8388609
2021.12.18 04:18:00	47.108333	16512	60	60	1	47.100000	47.200000	0.000777	NaN	NaN	47108.333333	8388617
2021.12.18 04:19:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:20:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:21:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:22:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:23:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:24:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:25:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:26:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:27:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:28:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:29:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:30:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:31:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:32:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:33:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:34:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:35:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:36:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:37:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:38:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:39:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:40:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:41:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:42:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:43:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:44:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:45:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:46:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:47:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:48:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:49:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:50:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:51:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:52:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:53:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:54:00	47.100000	128	60	59	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 04:55:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:56:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:57:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:58:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 04:59:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:00:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:01:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:02:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:03:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:04:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:05:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:06:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:07:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:08:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:09:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:10:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:11:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:12:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:13:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:14:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:15:00	47.100000	128	60	59	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:16:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:17:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:18:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:19:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:20:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:21:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:22:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388617
2021.12.18 05:23:00	47.101667	128	60	60	1	47.100000	47.200000	0.000167	NaN	NaN	47101.666667	8388617
2021.12.18 05:24:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:25:00	47.101667	128	60	60	1	47.100000	47.200000	0.000167	NaN	NaN	47101.666667	8388608
2021.12.18 05:26:00	47.101667	128	60	60	1	47.100000	47.200000	0.000167	NaN	NaN	47101.666667	8388608
2021.12.18 05:27:00	47.100000	128	60	60	1	47.100000	47.100000	0.000000	NaN	NaN	47100.000000	8388608
2021.12.18 05:28:00	47.101667	128	60	60	1	47.100000	47.200000	0.000167	NaN	NaN	47101.666667	8388608
2021.12.18 05:29:00	47.105000	128	60	60	1	47.100000	47.200000	0.000483	NaN	NaN	47105.000000	8388617
2021.12.18 05:30:00	47.101667	128	60	60	1	47.100000	47.200000	0.000167	NaN	NaN	47101.666667	8388617
2021.12.18 05:31:00	47.105000	128	60	60	1	47.100000	47.200000	0.000483	NaN	NaN	47105.000000	8388608
2021.12.18 05:32:00	47.101667	128	60	60	1	47.100000	47.200000	0.000167	NaN	NaN	47101.666667	8388617
2021.12.18 05:33:00	47.101667	128	60	60	1	47.100000	47.200000	0.000167	NaN	NaN	47101.666667	8388617
2021.12.18 05:34:00	47.115000	128	60	60	1	47.100000	47.200000	0.001297	NaN	NaN	47115.000000	8388608
2021.12.18 05:35:00	47.103333	128	60	60	1	47.100000	47.200000	0.000328	NaN	NaN	47103.333333	8388608
2021.12.18 05:36:00	47.116667	128	60	60	1	47.100000	47.200000	0.001412	NaN	NaN	47116.666667	8388608
2021.12.18 05:37:00	47.121667	128	60	60	1	47.100000	47.200000	0.001726	NaN	NaN	47121.666667	8388617
2021.12.18 05:38:00	47.118333	128	60	60	1	47.100000	47.200000	0.001523	NaN	NaN	47118.333333	8388617
2021.12.18 05:39:00	47.128333	128	60	60	1	47.100000	47.200000	0.002065	NaN	NaN	47128.333333	8388608
2021.12.18 05:40:00	47.128333	128	60	60	1	47.100000	47.200000	0.002065	NaN	NaN	47128.333333	8388617
2021.12.18 05:41:00	47.121667	128	60	60	1	47.100000	47.200000	0.001726	NaN	NaN	47121.666667	8388617
2021.12.18 05:42:00	47.111667	128	60	60	1	47.100000	47.200000	0.001048	NaN	NaN	47111.666667	8388608
2021.12.18 05:43:00	47.113333	128	60	60	1	47.100000	47.200000	0.001175	NaN	NaN	47113.333333	8388608
2021.12.18 05:44:00	47.133333	128	60	60	1	47.100000	47.200000	0.002260	NaN	NaN	47133.333333	8388608
2021.12.18 05:45:00	47.140000	128	60	60	1	47.100000	47.200000	0.002441	NaN	NaN	47140.000000	8388617
2021.12.18 05:46:00	47.140000	128	60	60	1	47.100000	47.200000	0.002441	NaN	NaN	47140.000000	8388617
2021.12.18 05:47:00	47.130000	128	60	60	1	47.100000	47.200000	0.002136	NaN	NaN	47130.000000	8388617
2021.12.18 05:48:00	47.150000	128	60	60	1	47.100000	47.200000	0.002542	NaN	NaN	47150.000000	8388617
2021.12.18 05:49:00	47.163333	128	60	60	1	47.100000	47.200000	0.002362	NaN	NaN	47163.333333	8388608
2021.12.18 05:50:00	47.143333	128	60	60	1	47.100000	47.200000	0.002497	NaN	NaN	47143.333333	8388608
2021.12.18 05:51:00	47.138333	128	60	60	1	47.100000	47.200000	0.002404	NaN	NaN	47138.333333	8388608
2021.12.18 05:52:00	47.158333	128	60	60	1	47.100000	47.200000	0.002472	NaN	NaN	47158.333333	8388608
2021.12.18 05:53:00	47.176667	128	60	60	1	47.100000	47.200000	0.001819	NaN	NaN	47176.666667	8388617
2021.12.18 05:54:00	47.186667	128	60	60	1	47.100000	47.200000	0.001175	NaN	NaN	47186.666667	8388617
2021.12.18 05:55:00	47.190000	128	60	60	1	47.100000	47.200000	0.000915	NaN	NaN	47190.000000	8388608
2021.12.18 05:56:00	47.185000	128	60	60	1	47.100000	47.200000	0.001297	NaN	NaN	47185.000000	8388608
2021.12.18 05:57:00	47.183333	128	60	60	1	47.100000	47.200000	0.001412	NaN	NaN	47183.333333	8388617
2021.12.18 05:58:00	47.173333	128	60	60	1	47.100000	47.200000	0.001989	NaN	NaN	47173.333333	8388608
2021.12.18 05:59:00	47.183333	128	60	60	1	47.100000	47.200000	0.001412	NaN	NaN	47183.333333	8388617
