$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.17 08:00:10
$Filename; CO2FT_A ZeroCycle 20211217 080010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.17 08:00:15	12288	1	NaN	NaN	1047.190000	1031.750000	1.000000	0.000000	20632.000000	15138.000000	46.900000	375.793000	362.000000	66666.000000	355.940000	50.015000	33.800000	30.964000	362.430000	66666.000000	66666.000000
2021.12.17 08:00:16	12288	1	NaN	NaN	1047.250000	1031.740000	1.000000	0.000000	20804.000000	15136.000000	46.900000	326.912000	335.000000	66666.000000	306.970000	49.998000	33.819000	34.910000	312.570000	66666.000000	66666.000000
2021.12.17 08:00:17	12288	1	NaN	NaN	1047.230000	1031.710000	1.000000	0.000000	20891.000000	15135.000000	46.900000	302.186000	283.000000	66666.000000	283.470000	50.001000	33.829000	37.224000	288.640000	66666.000000	66666.000000
2021.12.17 08:00:18	12288	1	NaN	NaN	1047.300000	1031.770000	1.000000	0.000000	20977.000000	15133.000000	46.900000	277.350000	258.000000	66666.000000	260.690000	49.996000	33.829000	38.611000	265.450000	66666.000000	66666.000000
2021.12.17 08:00:19	12288	1	NaN	NaN	1047.330000	1031.730000	1.000000	0.000000	21064.000000	15128.000000	46.900000	251.058000	234.000000	66666.000000	237.500000	50.003000	33.819000	39.419000	241.830000	66666.000000	66666.000000
2021.12.17 08:00:20	12288	1	NaN	NaN	1047.380000	1031.780000	1.000000	0.000000	21237.000000	15126.000000	46.900000	201.848000	211.000000	66666.000000	196.690000	49.985000	33.819000	39.419000	200.290000	66666.000000	66666.000000
2021.12.17 08:00:21	12288	1	NaN	NaN	1047.370000	1031.740000	1.000000	0.000000	21324.000000	15124.000000	46.900000	176.704000	167.000000	66666.000000	177.150000	49.992000	33.849000	39.961000	180.390000	66666.000000	66666.000000
2021.12.17 08:00:22	12288	1	NaN	NaN	1047.380000	1031.770000	1.000000	0.000000	21410.000000	15122.000000	46.900000	151.833000	146.000000	66666.000000	158.660000	50.002000	33.840000	40.296000	161.560000	66666.000000	66666.000000
2021.12.17 08:00:23	12288	1	NaN	NaN	1047.360000	1031.770000	1.000000	0.000000	21497.000000	15118.000000	46.900000	125.878000	126.000000	66666.000000	140.280000	49.998000	33.819000	40.496000	142.840000	66666.000000	66666.000000
